hash,block,blocktime,from,label,to,label,value,fee
0xc9cccaecd5e2a6a1d03f889fc5abfb5ac4a10f48c4a327684ff49084b8f363d9,10984268,2020-10-04 01:22:13,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0014
0x8dc56d34fd6aab16b63cee6c227ff54f793390b5272917c905e7454229cc6d6c,10984283,2020-10-04 01:25:19,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0032
0x547a0fba704f58b8b42a3d3b331caff8e06bbb2f92b41a4f692675e86897dd85,10984283,2020-10-04 01:25:19,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0027
0x443423f33243584c71aaf27562b2ad751606bc8e979376e9bbfbbfdbe2e8bad9,10984283,2020-10-04 01:25:19,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.003
0x453a18948073f85e588c975827eec5c9971a28e6add0a77fb20581baa00297fa,10984283,2020-10-04 01:25:19,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0027
0xc26df0f0ad70b210684af5ffeaf330f5cd3c04297c98a7e3d52e5052f701eb80,10984283,2020-10-04 01:25:19,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0031
0xac29e60e03758e212e6e8e59eb6a3303ce2010f666ffc2a0b9b1a1935fe610e8,10984287,2020-10-04 01:26:58,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0035
0x6290587ea8f0bde6db5e625dcbbef2a2a3973b0286f2fd1e01ad1bc8c86a681f,10984315,2020-10-04 01:35:03,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0035
0xc86ecdeb00891fb7bb758020845e6cdeb617732d3f149a2d824f576186d98428,10984356,2020-10-04 01:42:43,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0014
0xc2c79c7a584647544447e7976b2e92254cb3a89b7f2381a35a15caf17ddbae4f,10987056,2020-10-04 11:49:59,0xdbb7e5bf95d58c067f50f4c36fbebb4dfb837913,,0xdac17f958d2ee523a2206206994597c13d831ec7,Tether USDT,0,0.0013
